"","RadolanGT10mm","RadolanSum","RadolanMax","K_factor","L_factor","S_factor","NDVI","Erosion_class","Phase","Eroding"
"585",1,230,134,0.401095595,3.088832646,1.033220897,0.247363366186619,"2",10,"Eroded"
"586",1,230,134,0.296278953,2.574298109,1.412529933,0.30866926908493,"1",10,"Eroded"
"587",1,207,102,0.257096858,2.297670948,1.597688402,0.331720590591431,"1",10,"Eroded"
"588",0,86,58,0.427422807,2.637008413,1.400568562,0.260918408632278,"1",10,"Eroded"
"589",1,207,102,0.315295232,2.637630466,1.276323152,0.21639284491539,"1",10,"Eroded"
"590",1,207,102,0.401164935,2.30760515,1.284812757,0.298209071159363,"1",10,"Eroded"
"591",1,207,102,0.318388357,1.829856285,1.113865573,0.298175156116486,"1",10,"Eroded"
"592",1,230,134,0.357323311,3.355236527,1.300688067,0.245790749788284,"3",10,"Eroded"
"593",0,198,96,0.400000006,2.36134267,1.065909215,0.439555779099464,"2",10,"Eroded"
"594",1,178,103,0.341026805,2.20950256,1.324218658,0.751966834068298,"2",10,"Eroded"
"595",0,126,77,0.430527709,2.255883906,1.073164415,0.222310788929462,"0",10,"Non-eroded"
"596",1,205,120.5,0.377140837,2.689333333,1.326842978,0.238405987620354,"3",10,"Eroded"
"597",1,207,102,0.398087169,2.333652747,1.039208504,0.246925838291645,"2",10,"Eroded"
"598",1,203,139,0.400000006,2.260440936,1.2181704,0.882678836584091,"0",10,"Non-eroded"
"599",1,230,134,0.394943826,2.058132226,1.310635983,0.263058483600616,"0",10,"Non-eroded"
"600",1,126,116,0.394165141,2.705190667,1.65278576,0.261041566729546,"1",10,"Eroded"
"601",1,165,155,0.499807507,2.07554379,0.542924949,0.348017767071724,"0",10,"Non-eroded"
"602",1,165,155,0.291301853,2.425512675,1.227826625,0.290881723165512,"1",10,"Eroded"
"603",1,165,155,0.444749293,2.525639072,1.171562276,0.278402209281921,"1",10,"Eroded"
"604",1,206,191,0.4662535,2.323915632,0.926893801,0.290020942687988,"2",10,"Eroded"
"605",1,175,166,0.408662373,2.496496373,1.137890613,0.288644343614578,"2",10,"Eroded"
"606",1,206,191,0.473608398,2.63645459,0.92942853,0.220253333449364,"1",10,"Eroded"
"607",1,193,164,0.37787845,2.50416755,1.12234381,0.231178164482117,"2",10,"Eroded"
"608",1,181,159,0.423323168,2.703520678,1.189379775,0.508282080292702,"3",10,"Eroded"
"609",1,225,204,0.448563418,2.501122635,1.099994133,0.219580382108688,"1",10,"Eroded"
"610",1,181,159,0.464537846,2.80398508,0.87576445,0.238504230976105,"2",10,"Eroded"
"611",0,86,71,0.402944322,2.655266032,1.324306839,0.857131600379944,"1",10,"Eroded"
"612",0,86,71,0.403800973,2.919558744,1.050348011,0.220506027340889,"0",10,"Non-eroded"
"613",0,86,71,0.44774775,1.593324324,0.783280665,0.216491132974625,"0",10,"Non-eroded"
"614",0,86,71,0.499884726,2.455682557,1.144906598,0.748968750238419,"0",10,"Non-eroded"
"615",0,90,62,0.485496184,2.103270988,0.453827674,0.205177471041679,"0",10,"Non-eroded"
"616",1,133,101,0.473229897,2.280942743,0.792356601,0.447318643331528,"1",10,"Eroded"
"617",1,152,121,0.487789386,2.975843708,1.18951835,0.200601205229759,"1",10,"Eroded"
"618",0,125,89,0.422616409,2.807966109,1.241826116,0.284722208976746,"0",10,"Non-eroded"
"619",0,122,89,0.43651648,2.485572966,0.93915966,0.482042223215103,"0",10,"Non-eroded"
"620",0,86,59,0.486471146,2.489569536,0.750993657,0.270939499139786,"0",10,"Non-eroded"
"621",1,133,101,0.459390447,2.118672157,1.007311145,0.530415564775467,"2",10,"Eroded"
"622",1,207,162,0.440676537,2.216819873,1.115679288,0.476350516080856,"3",10,"Eroded"
"623",0,86,65,0.420742533,2.513405258,1.008373186,0.193148992955685,"1",10,"Eroded"
"624",1,180,112,0.444177026,1.73619578,0.843141774,0.232360616326332,"1",10,"Eroded"
"625",0,134,95,0.419658621,1.837606792,1.306453443,0.299912229180336,"1",10,"Eroded"
"626",0,134,95,0.428947369,2.235010468,1.152691892,0.224692761898041,"2",10,"Eroded"
"627",1,133,101,0.366847554,2.128002273,0.94509416,0.212492533028126,"3",10,"Eroded"
"628",1,133,101,0.491400359,2.884363311,1.56154344,0.550329729914665,"3",10,"Eroded"
"629",1,200,149,0.488895613,2.236944327,0.911948199,0.19078466296196,"3",10,"Eroded"
"630",1,200,149,0.451497433,2.29452611,1.285605292,0.207229495048523,"3",10,"Eroded"
"631",1,177,131,0.497745572,1.775561995,0.690091534,0.206955954432487,"2",10,"Eroded"
"632",1,152,121,0.372489751,2.853543718,1.232198067,0.446278467774391,"0",10,"Non-eroded"
"633",1,152,121,0.499878346,2.847848541,1.120026165,0.425457686185837,"0",10,"Non-eroded"
"634",1,152,121,0.475571937,2.157719878,1.038093371,0.368241801857948,"0",10,"Non-eroded"
"635",1,177,131,0.422759355,1.800939662,0.514635164,0.212175115942955,"1",10,"Eroded"
"636",1,133,101,0.473400754,3.176734492,1.580308744,0.381962656974792,"1",10,"Eroded"
"637",1,133,101,0.499804878,2.451772682,0.73975114,0.228584930300713,"2",10,"Eroded"
"638",1,177,131,0.404115859,2.769568597,1.300161875,0.224970117211342,"3",10,"Eroded"
"639",1,177,131,0.449182518,2.431619287,1.121725326,0.261703252792358,"3",10,"Eroded"
"640",1,207,162,0.5,2.321840984,0.779172936,0.590877830982208,"2",10,"Eroded"
"641",1,133,101,0.420738425,2.617592839,1.380170678,0.858279526233673,"0",10,"Non-eroded"
"642",1,241,190,0.499394075,2.278819568,0.692275406,0.208364114165306,"2",10,"Eroded"
"643",1,133,101,0.410518737,2.568115218,1.097968988,0.512515872716904,"1",10,"Eroded"
"644",1,200,149,0.445025961,2.386007179,1.149177858,0.214426010847092,"3",10,"Eroded"
"645",1,200,149,0.479577466,1.93160974,1.201904345,0.2238859385252,"2",10,"Eroded"
"646",1,180,112,0.400000006,1.2697194,0.386107117,0.284373670816422,"1",10,"Eroded"
"647",0,93,62,0.5,2.947314861,0.641219568,0.210273630917072,"0",10,"Non-eroded"
"648",1,139,116,0.5,2.22125876,0.700671803,0.25949889421463,"1",10,"Eroded"
"649",1,161,138,0.490075188,2.626467664,0.74119508,0.228866934776306,"1",10,"Eroded"
"650",0,78,57,0.464831545,2.958008247,1.065932107,0.263429373502731,"0",10,"Non-eroded"
"651",0,50.5,32,0.46402721,2.313771451,1.176230825,0.743472635746002,"0",10,"Non-eroded"
"652",0,59,37,0.499129962,2.182338227,0.67012345,0.492495387792587,"0",10,"Non-eroded"
"653",0,48,30,0.300083299,2.22103097,1.012021878,0.353963702917099,"0",10,"Non-eroded"
"654",0,42,27,0.499393939,2.123535757,0.538302218,0.273469537496567,"0",10,"Non-eroded"
"655",0,36,22,0.400000006,2.636059352,1.024710327,0.269779473543167,"1",10,"Eroded"
"656",1,259,222,0.423952882,2.657216531,0.875176047,0.239953130483627,"2",10,"Eroded"
"657",1,259,222,0.428037101,2.335343506,0.814039623,0.494285643100739,"2",10,"Eroded"
"658",1,259,222,0.329767512,2.626070539,1.171538731,0.732139885425568,"2",10,"Eroded"
"659",1,245,216,0.5,1.909794635,0.603257675,0.257360100746155,"2",10,"Eroded"
"660",1,236,186,0.428399652,2.829865325,0.951248044,0.793314516544342,"1",10,"Eroded"
"661",1,193,164,0.494124424,2.855538019,1.374933426,0.223361656069756,"1",10,"Eroded"
"662",1,259,222,0.5,1.313139117,0.349567758,0.213246367871761,"1",10,"Eroded"
"663",1,226,193,0.495377843,2.173721204,0.882744226,0.253138691186905,"2",10,"Eroded"
"664",1,259,222,0.492218247,2.443156977,1.27697175,0.199229001998901,"3",10,"Eroded"
"665",1,137,102,0.45816425,2.111240695,0.950347628,0.20864525437355,"1",10,"Eroded"
"666",1,188,159,0.488228942,2.439443575,0.632575327,0.176763221621513,"2",10,"Eroded"
"667",1,178,151,0.486656485,2.757116632,0.69923851,0.177994295954704,"1",10,"Eroded"
"668",1,188,159,0.391599427,2.803584946,0.953616465,0.67980968952179,"2",10,"Eroded"
"669",1,193,164,0.426997481,2.208719512,0.655045731,0.331742376089096,"1",10,"Eroded"
"670",0,110,87,0.428927338,2.286197232,1.319882695,0.229788392782211,"0",10,"Non-eroded"
"671",1,127,103,0.498133958,2.053144711,0.943721479,0.293310970067978,"1",10,"Eroded"
"672",0,81,63,0.5,2.176680416,0.937216476,0.336017191410065,"0",10,"Non-eroded"
"673",0,105.5,85.5,0.46573876,1.817042826,0.949131148,0.398915529251099,"0",10,"Non-eroded"
"674",1,151,140,0.39015385,2.614369236,1.679190621,0.424717411398888,"1",10,"Eroded"
"675",1,151,140,0.430439879,2.929430112,1.448305173,0.955358505249023,"1",10,"Eroded"
"676",1,181,152,0.499696557,3.032664965,1.028843968,0.446312129497528,"2",10,"Eroded"
"677",1,157,124,0.499885194,2.13419601,0.684717045,0.327376380562782,"0",10,"Non-eroded"
"678",1,157,124,0.39972203,2.00477762,1.243964008,0.381379693746567,"1",10,"Eroded"
"679",1,133,108,0.451251161,2.651998607,1.029039519,0.323868006467819,"3",10,"Eroded"
"680",1,181,152,0.5,2.076212949,0.74187252,0.308099761605263,"1",10,"Eroded"
"681",0,146,100,0.499973999,2.06951794,0.827940415,0.30503922700882,"0",10,"Non-eroded"
"682",1,157,124,0.499336283,1.173534513,0.272368204,0.307291552424431,"0",10,"Non-eroded"
"683",1,133,108,0.467833111,2.50434724,1.189078424,0.2576714605093,"3",10,"Eroded"
"684",1,181,152,0.464297145,2.649312458,0.841318742,0.3141870200634,"2",10,"Eroded"
"685",1,157,124,0.499852797,0.940055935,0.27399849,0.29632493853569,"0",10,"Non-eroded"
"686",1,133,108,0.499479844,2.216674905,1.282960535,0.273566633462906,"2",10,"Eroded"
"687",1,180,163,0.4849704,2.359747303,1.050219728,0.272597849369049,"2",10,"Eroded"
"688",1,181,152,0.463234113,3.22554063,0.907859426,0.439721629023552,"0",10,"Non-eroded"
"689",1,133,108,0.5,2.326952629,1.002122515,0.361716836690903,"2",10,"Eroded"
"690",1,157,124,0.5,2.616761647,0.692276184,0.277737706899643,"1",10,"Eroded"
"691",1,165.5,151.5,0.315103825,2.819513499,1.55503223,0.376902341842651,"1",10,"Eroded"
"692",1,151,140,0.461429257,1.068136187,0.326018833,0.33831162750721,"0",10,"Non-eroded"
"693",1,138,116,0.494715652,2.239628658,0.753601077,0.322522640228271,"1",10,"Eroded"
"694",1,145.5,120.5,0.5,2.613627719,0.658559547,0.227435633540154,"2",10,"Eroded"
"695",1,178,147,0.250512939,0.650269867,0.218221569,0.386730924248695,"0",10,"Non-eroded"
"696",1,158,126,0.499904701,1.438442184,0.299005029,0.824501156806946,"0",10,"Non-eroded"
"697",1,140,124,0.431534888,1.762012093,0.438951653,0.314681828022003,"0",10,"Non-eroded"
"698",1,146,117,0.500116099,2.329431113,0.488980434,0.363499402999878,"0",10,"Non-eroded"
"699",1,128,114,0.459150946,2.433463838,1.053105473,0.262468427419662,"1",10,"Eroded"
"700",0,98,81,0.366576645,2.855739364,0.631089027,0.228518843650818,"1",10,"Eroded"
"701",1,133,108,0.5,2.720973867,0.967378685,0.832610338926315,"0",10,"Non-eroded"
"702",1,157,124,0.499175658,2.342506939,0.608272856,0.212489582598209,"1",10,"Eroded"
"703",1,157,124,0.499669422,1.422464462,0.396466487,0.283701598644257,"1",10,"Eroded"
"704",1,146,117,0.500042517,1.118700678,0.271483372,0.25418809056282,"0",10,"Non-eroded"
"705",1,152,121.5,0.5,1.40126367,0.273471581,0.263811647891998,"0",10,"Non-eroded"
"706",1,158,126,0.5,1.786100915,0.476554598,0.284692615270615,"0",10,"Non-eroded"
"707",1,146,122,0.5,2.787358219,0.708382192,0.330629527568817,"0",10,"Non-eroded"
"708",1,157,124,0.5,1.982547662,0.429218315,0.264928698539734,"1",10,"Eroded"
"709",1,138,116,0.5,2.645150469,0.721700632,0.473194181919098,"0",10,"Non-eroded"
"710",1,267,225,0.498775425,2.66646783,0.977852418,0.199229136109352,"3",10,"Eroded"
"711",1,197,167,0.394490174,2.292513397,1.066285708,0.496039941906929,"1",10,"Eroded"
"712",1,239,192,0.499354318,2.009519775,0.607566154,0.218005985021591,"1",10,"Eroded"
"713",1,284,229,0.438387546,2.210759269,0.955930521,0.291100084781647,"1",10,"Eroded"
"714",1,241,190,0.400000006,2.423047671,0.827855066,0.56039747595787,"1",10,"Eroded"
"715",1,241,190,0.467088901,2.661825427,1.085514737,0.763261824846268,"2",10,"Eroded"
"716",1,302,233,0.491139241,2.407767631,1.146025946,0.173390470445156,"1",10,"Eroded"
"717",1,212,163,0.456435646,2.911113861,1.141204554,0.383413791656494,"1",10,"Eroded"
"718",1,239,192,0.461308679,2.808019915,0.830081168,0.200394779443741,"1",10,"Eroded"
"719",1,212,163,0.497804266,2.16659473,0.906527013,0.204791724681854,"2",10,"Eroded"
"720",1,261,215,0.488390805,2.033965513,0.832521952,0.229115322232246,"2",10,"Eroded"
"721",1,212,163,0.492171866,2.028740436,0.605797654,0.241956204175949,"1",10,"Eroded"
"722",1,212,163,0.455258902,2.519178534,1.190313025,0.265027940273285,"2",10,"Eroded"
"723",1,302,233,0.490041279,2.960082562,1.04719053,0.204571016132832,"2",10,"Eroded"
"724",1,257,198,0.499395405,2.182251514,0.901614404,0.215345144271851,"2",10,"Eroded"
"725",1,241,190,0.412050304,2.547427892,1.050428024,0.259178251028061,"3",10,"Eroded"
"726",2,482,380,0.412605439,2.247745063,1.521942807,0.335987210273743,"3",10,"Eroded"
"727",2,522,430,0.400729933,3.067160582,0.719339608,0.284075200557709,"2",10,"Eroded"
"728",1,207,162,0.5,2.689192862,0.774731521,0.85873681306839,"3",10,"Eroded"
"729",1,236,186,0.5,1.881262252,0.450635692,0.199451938271523,"1",10,"Eroded"
"730",1,261,215,0.466117349,2.137470119,0.923552583,0.219835542142391,"3",10,"Eroded"
"731",1,363,223,0.5,1.595751459,0.413342371,0.529986560344696,"3",48.6666666666667,"Eroded"
"732",1,561,417,0.290677959,2.44760808,1.359631896,0.793049871921539,"1",30.3333333333333,"Eroded"
"733",1,498,365,0.400745348,3.469677019,1.480053354,0.782043546438217,"3",30.3333333333333,"Eroded"
"734",1,561,417,0.400000006,1.759119517,0.533175799,0.75274583697319,"2",12,"Eroded"
"735",1,405,261,0.400958151,2.947142949,0.964667678,0.507512807846069,"3",48.6666666666667,"Eroded"
"736",1,363,223,0.5,2.280646935,0.495612029,0.678009390830994,"0",30.3333333333333,"Non-eroded"
"737",1,498,365,0.498278967,2.727647977,1.357792239,0.776330798864365,"2",48.6666666666667,"Eroded"
"738",1,561,417,0.399732183,2.861340074,0.878437654,0.725422620773315,"1",48.6666666666667,"Eroded"
"739",1,478,351,0.451460567,2.408547712,1.155923711,0.700273513793945,"3",30.3333333333333,"Eroded"
"740",1,512,404,0.440389109,3.154580678,1.24451445,0.682254731655121,"2",67,"Eroded"
"741",1,478,351,0.5,2.100654349,1.183971285,0.470974892377853,"3",30.3333333333333,"Eroded"
"742",1,495,373,0.400612251,2.777076529,1.163874045,0.638799846172333,"3",12,"Eroded"
"743",1,512,404,0.485799524,2.558659901,1.037716993,0.712924540042877,"1",67,"Eroded"
"744",1,459,347,0.397101455,2.398635333,1.347861902,0.708500027656555,"3",48.6666666666667,"Eroded"
"745",1,495,373,0.300518147,1.545093632,0.61305026,0.640956103801727,"2",48.6666666666667,"Eroded"
"746",0,492,178,0.326154215,2.417795812,0.741855032,0.733551740646362,"0",12,"Non-eroded"
"747",1,300,126,0.437886337,2.183812031,1.00736667,0.57533073425293,"2",48.6666666666667,"Eroded"
"748",1,454,321,0.400140427,2.592741605,1.669964002,0.77598911523819,"3",12,"Eroded"
"749",1,454,321,0.479433552,2.474383005,1.104248874,0.791083455085754,"3",45,"Eroded"
"750",1,411,275,0.434362612,2.47363785,1.509993362,0.754145443439484,"1",67,"Eroded"
"751",1,411,275,0.486322989,2.619769072,0.734691127,0.785341382026672,"2",48.6666666666667,"Eroded"
"752",1,411,275,0.471617498,1.810703967,0.804639282,0.804085195064545,"2",56,"Eroded"
"753",1,454,321,0.422762389,2.274311134,1.286967564,0.563894212245941,"2",67,"Eroded"
"754",1,454,321,0.497438558,2.562446204,0.735675569,0.76723575592041,"3",30.3333333333333,"Eroded"
"755",1,496,360,0.470003044,2.73995619,1.198453742,0.84063333272934,"3",12,"Eroded"
"756",1,427,278,0.481528633,2.481737337,1.539844726,0.546091973781586,"1",30.3333333333333,"Eroded"
"757",1,496,360,0.498988196,1.38725295,0.763853825,0.810079276561737,"1",12,"Eroded"
"758",1,451,318,0.5,1.893337476,0.611582053,0.546772688627243,"2",12,"Eroded"
"759",1,500,370,0.460948323,2.697029106,1.264723037,0.687127292156219,"3",12,"Eroded"
"760",1,500,370,0.324093666,2.406557399,1.343335452,0.710023105144501,"2",12,"Eroded"
"761",2,698,446,0.499222663,2.755525303,1.296938002,0.5612633228302,"0",12,"Non-eroded"
"762",1,410,276,0.418247521,2.52462203,1.172561181,0.559722095727921,"3",67,"Eroded"
"763",1,325,305,0.486090777,0.46095461,0.254156103,0.217761039733887,"0",12,"Non-eroded"
"764",1,325,305,0.499299539,0.582473499,0.207400864,0.230735175311565,"1",12,"Eroded"
"765",1,394,376,0.400258414,0.370676782,0.180778732,0.183892637491226,"0",12,"Non-eroded"
"766",1,394,376,0.400498448,0.516323361,0.152110206,0.236711755394936,"0",12,"Non-eroded"
"767",1,173,152,0.5,1.333539648,0.311089013,0.676609456539154,"0",12,"Non-eroded"
"768",1,173,152,0.49627752,1.762413382,0.710924677,0.700242429971695,"1",12,"Eroded"
"769",1,173,152,0.5,0.57356856,0.175868579,0.259328782558441,"1",12,"Eroded"
"770",1,173,152,0.484065935,3.250860989,1.115338867,0.236671507358551,"3",12,"Eroded"
"771",1,318,193,0.472575666,2.235110511,1.135847587,-0.004100875928998,"2",12,"Eroded"
"772",1,264,145,0.412830455,2.567641153,1.057324598,0.058942545205355,"1",12,"Eroded"
"773",1,349,231,0.390012488,1.216525591,0.311829201,0.009375302121043,"0",12,"Non-eroded"
"774",1,352,242,0.5,1.504704884,0.553214386,-0.050591368228197,"2",12,"Eroded"
"775",1,349,231,0.467905826,2.088818463,0.856298705,-0.079637847840786,"2",12,"Eroded"
"776",1,378,258,0.361312225,0.435279411,0.166244661,0.229858197271824,"0",12,"Non-eroded"
"777",0,199,93,0.5,1.421567757,0.370167834,-0.022544999024831,"0",12,"Non-eroded"
"778",1,204,107,0.494243736,1.880240319,1.380192791,0.048518344759941,"1",12,"Eroded"
"779",1,203,105,0.488811835,1.617123666,0.921319561,-0.07493557408452,"1",12,"Eroded"
"780",0,214,99,0.468098722,1.631248828,0.609904214,0.083536475896835,"1",12,"Eroded"
"781",0,200.5,92,0.5,1.863311339,1.083092614,0.048702202737331,"2",12,"Eroded"
"782",0,202,91,0.441780825,2.113562827,1.375900762,-0.024130078032613,"0",12,"Non-eroded"
"783",0,202,93,0.5,2.312630228,0.915205276,-0.111010901629925,"2",12,"Eroded"
"784",0,215,98,0.5,1.624867389,0.52643534,-0.03852285631001,"0",12,"Non-eroded"
"785",0,215,98,0.496675464,1.890514173,0.690710727,-0.018654944375157,"0",12,"Non-eroded"
"786",0,202,91,0.5,1.227364049,0.477567076,-0.05348320864141,"1",12,"Eroded"
"787",0,193,96,0.47876592,3.265901029,1.141355904,0.255636900663376,"3",12,"Eroded"
"788",0,189,89,0.417241382,2.643350181,1.072650311,-0.040039733052254,"1",12,"Eroded"
"789",0,189,89,0.379891518,2.278573914,0.647397086,-0.092132367193699,"2",12,"Eroded"
"790",1,203,105,0.496830413,2.83796715,1.202095477,0.011767841875553,"2",12,"Eroded"
"791",0,189,89,0.36363896,1.587403186,0.382989571,-0.108640491962433,"0",12,"Non-eroded"
